Modele_DPE,Version_DPE,Methode_application_DPE,Etiquette_DPE,Etiquette_GES,Type_batiment,Hauteur_sous_plafond,Conso_5_usages_finale,Conso_5_usages_m2_finale,Conso_chauffage_finale,Conso_chauffage_depensier_finale,Conso_eclairage_finale,Conso_ECS_finale,Conso_ECS_depensier_finale,Conso_refroidissement_finale,Conso_refroidissement_depensier_finale,Conso_auxiliaires_finale,Conso_5_usages_primaire,Conso_5_usages_par_m2_primaire,Conso_chauffage_primaire,Conso_chauffage_depensier_primaire,Conso_eclairage_primaire,Conso_ECS_primaire,Conso_ECS_depensier_primaire,Conso_refroidissement_primaire,Conso_refroidissement_depensier_primaire,Conso_auxiliaires_primaire,Emission_GES_5_usages,Emission_GES_5_usages_par_m2,Emission_GES_chauffage,Emission_GES_chauffage_depensier,Emission_GES_eclairage,Emission_GES_ECS,Emission_GES_ECS_depensier,Emission_GES_refroidissement,Emission_GES_refroidissement_depensier,Emission_GES_auxiliaires,Cout_chauffage_energie_num1,Cout_ECS_energie_num1,Emission_GES_5_usages_energie_num1,Type_energie_num1,Cout_total_5_usages,Cout_chauffage,Cout_chauffage_depensier,Cout_eclairage,Cout_ECS_depensier,Cout_ECS,Cout_refroidissement,Cout_refroidissement_depensier,Cout_auxiliaires,Qualite_isolation_enveloppe,Qualite_isolation_menuiseries,Qualite_isolation_murs,Ubat_W_m2_K,Appartement_non_visite_0_1,Nombre_appartement,Nombre_niveau_immeuble,Nombre_niveau_logement,Surface_habitable_immeuble,Surface_habitable_logement,Score_BAN,Cout_chauffage_energie_num2,Cout_ECS_energie_num2,Type_energie_num2,Emission_GES_5_usages_energie_num2,Qualite_isolation_plancher_bas
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,907.6,21.0,316.2,366.8,24.4,479.9,676.7,0.0,0.0,0.0,2087.5,48.2,727.3,843.7,56.0,1556.4,1103.8,0.0,0.0,0.0,63.8,1.5,25.0,29.0,1.7,44.0,31.2,0.0,0.0,0.0,86.4,131.1,1.7,Electricite,247.9,86.4,100.2,89.2,184.8,131.1,0.0,0.0,0.0,moyenne,tres_bonne,bonne,0.75,FAUX,51.0,1.0,1.0,2668.2,43.3,0.5,0.5,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1967.1,23.0,1144.0,1327.0,171.0,481.0,678.2,0.0,0.0,64.1,4524.3,52.8,2631.2,3052.2,393.4,1559.9,1106.3,0.0,0.0,147.5,144.4,1.7,90.4,104.8,11.8,44.1,31.3,0.0,0.0,4.1,333.0,140.0,22.7,Electricite,573.0,333.0,386.3,50.0,197.4,140.0,0.0,0.0,19.0,tres_bonne,tres_bonne,tres_bonne,0.35,FAUX,1.0,1.0,1.0,85.7,85.7,0.82,0.82,74.2,Electricite,219.6,tres_bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,B,B,appartement,2.5,2065.4,48.0,785.2,910.8,88.3,1162.4,1639.1,0.0,0.0,29.4,2245.6,52.0,797.9,797.9,203.2,1176.8,1176.8,0.0,0.0,67.7,446.8,10.0,176.8,176.8,6.1,262.1,262.1,0.0,0.0,1.9,89.1,131.2,446.8,Electricite,254.5,89.1,89.1,25.6,131.2,131.2,0.0,0.0,8.5,bonne,tres_bonne,tres_bonne,0.5,FAUX,31.0,1.0,1.0,1637.0,43.0,0.47,0.47,131.2,Gaz_naturel,446.8,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1729.0,19.4,859.0,996.4,178.2,608.0,857.3,0.0,0.0,0.0,3976.7,44.7,1975.7,2291.8,409.8,1971.7,1398.4,0.0,0.0,0.0,125.0,1.4,67.9,78.7,12.3,55.7,39.5,0.0,0.0,0.0,259.0,183.0,17.7,Electricite,521.0,259.0,300.4,54.0,258.0,183.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.32,FAUX,1.0,1.0,1.0,89.0,89.0,0.45,0.45,74.2,Electricite,219.6,bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,2657.9,29.8,1892.0,2194.7,170.1,532.0,750.1,0.0,0.0,0.0,6113.1,68.4,4351.6,5047.9,391.2,1725.3,1223.6,0.0,0.0,0.0,199.9,2.2,149.5,173.4,11.7,48.8,34.6,0.0,0.0,0.0,374.0,105.0,15.8,Electricite,526.0,374.0,433.8,34.0,148.1,105.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.26,FAUX,1.0,1.0,1.0,89.3,89.3,0.68,0.68,74.2,Electricite,219.6,tres_bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,5157.6,82.0,3251.9,3772.3,136.6,1658.1,2338.0,0.0,0.0,111.0,5522.8,88.0,3285.3,3285.3,314.1,1668.2,1668.2,0.0,0.0,255.2,1126.1,18.0,734.4,734.4,9.4,375.1,375.1,0.0,0.0,7.1,366.2,185.8,1126.1,Gaz_naturel,623.8,366.2,366.2,39.6,185.8,185.8,0.0,0.0,32.2,bonne,tres_bonne,bonne,0.64,FAUX,31.0,1.0,1.0,1624.6,62.4,0.57,0.57,185.8,Gaz_naturel,1126.1,bonne
RT2012,2,dpe_appartement_genere_donnees_DPE_immeuble,B,B,appartement,2.5,2495.8,54.0,1707.1,1980.2,94.2,559.2,788.4,0.0,0.0,135.4,3332.0,72.0,1714.7,1714.7,216.6,1089.2,1089.2,0.0,0.0,311.4,462.7,10.0,386.6,386.6,6.5,60.9,60.9,0.0,0.0,8.7,190.9,135.1,462.7,Gaz_naturel,392.6,190.9,190.9,27.3,135.1,135.1,0.0,0.0,39.3,moyenne,tres_bonne,tres_bonne,0.72,FAUX,102.0,1.0,1.0,4441.7,46.0,0.74,0.74,135.1,Gaz_naturel,462.7,bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,3439.4,57.0,1825.5,2117.5,129.9,1443.0,2034.6,0.0,0.0,41.0,3706.4,62.0,1852.1,1852.1,298.8,1461.2,1461.2,0.0,0.0,94.3,748.2,12.0,411.3,411.3,9.0,325.3,325.3,0.0,0.0,2.6,206.7,163.0,748.2,Electricite,419.2,206.7,206.7,37.7,163.0,163.0,0.0,0.0,11.9,bonne,tres_bonne,tres_bonne,0.54,VRAI,9.0,1.0,1.0,543.9,59.3,0.76,0.76,163.0,Electricite,748.2,bonne
RE2020,1,dpe_maison_individuelle,A,A,maison,2.5,1513.7,16.0,589.9,684.3,167.0,690.1,973.0,0.0,0.0,66.8,3481.5,37.0,1356.7,1356.7,384.0,1587.1,1587.1,0.0,0.0,153.6,107.2,1.0,46.6,46.6,11.5,44.9,44.9,0.0,0.0,4.3,185.2,216.6,107.2,Electricite,475.1,185.2,185.2,52.4,216.6,216.6,0.0,0.0,21.0,tres_bonne,tres_bonne,tres_bonne,0.26,FAUX,34.53095264748685,1.0,1.0,1750.8,92.8,0.52,0.52,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,4784.5,53.0,2053.5,2382.1,148.2,2476.9,3492.5,0.0,0.0,42.3,5114.8,56.7,2053.5,2382.1,340.8,3492.5,2476.9,0.0,0.0,97.4,528.9,5.9,232.0,269.2,10.2,394.7,279.9,0.0,0.0,2.7,161.6,194.9,0.0,Reseau_Chauffage_urbain,2388.6,161.6,187.5,1185.4,274.9,194.9,0.0,0.0,338.7,moyenne,tres_bonne,moyenne,0.77,FAUX,74.0,1.0,1.0,5444.2,90.2,0.58,0.58,0.0,Electricite,12.9,tres_bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3341.6,50.0,1996.9,2316.4,32.0,1191.9,1680.5,0.0,0.0,2.5,3540.2,53.0,1996.9,2316.4,73.6,1680.5,1191.9,0.0,0.0,5.7,769.3,11.5,475.3,551.3,2.2,400.0,283.7,0.0,0.0,0.2,157.2,93.8,0.0,Reseau_Chauffage_urbain,295.3,157.2,182.3,110.4,132.3,93.8,0.0,0.0,8.5,bonne,tres_bonne,tres_bonne,0.63,FAUX,28.0,1.0,1.0,1601.4,66.8,0.72,0.72,0.0,Electricite,2.4,bonne
RT2012,2,dpe_maison_individuelle,B,B,maison,2.5,4335.7,44.0,2248.1,2607.8,195.0,1777.9,2506.8,0.0,0.0,114.7,6527.6,67.0,3977.8,3977.8,448.5,1837.5,1837.5,0.0,0.0,263.8,730.3,7.0,313.4,313.4,13.5,396.1,396.1,0.0,0.0,7.3,406.8,203.1,730.3,Gaz_naturel,680.8,406.8,406.8,44.7,203.1,203.1,0.0,0.0,26.3,tres_bonne,tres_bonne,tres_bonne,0.32,FAUX,34.53095264748685,1.0,1.0,1750.8,96.7,0.58,0.58,203.1,Electricite,730.3,tres_bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,B,B,maison,2.5,5286.4,42.8,4175.0,4843.0,225.3,781.0,1101.2,0.0,0.0,15.0,6926.3,56.0,4370.0,5069.2,518.2,2532.8,1796.3,0.0,0.0,34.5,998.6,8.1,925.5,1073.6,15.5,71.6,50.8,0.0,0.0,1.0,448.0,0.0,0.0,Gaz_naturel,774.0,487.0,564.9,58.0,284.8,202.0,0.0,0.0,4.0,tres_bonne,tres_bonne,tres_bonne,0.37,FAUX,1.0,1.0,1.0,123.6,123.6,0.79,0.79,202.0,Electricite,22.3,tres_bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1939.5,26.6,1122.0,1301.5,139.2,600.0,846.0,0.0,0.0,0.0,4460.9,61.1,2580.6,2993.5,320.2,1945.8,1380.0,0.0,0.0,0.0,142.3,1.9,88.6,102.8,9.6,55.0,39.0,0.0,0.0,0.0,244.0,130.0,14.6,Electricite,421.0,244.0,283.0,30.0,183.3,130.0,0.0,0.0,0.0,tres_bonne,tres_bonne,bonne,0.31,FAUX,1.0,1.0,1.0,73.0,73.0,0.8,0.8,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,B,A,maison,2.5,5613.3,57.6,4638.1,5380.3,213.4,760.2,1071.9,0.0,0.0,1.5,8198.6,84.1,5955.9,6908.8,490.8,1748.5,2465.4,0.0,0.0,3.4,214.1,2.2,132.3,153.4,17.9,63.9,90.0,0.0,0.0,0.1,116.0,0.0,47.1,Bois_Buches,689.0,408.1,473.4,61.5,308.8,219.0,0.0,0.0,0.4,tres_bonne,insuffisante,tres_bonne,0.27,FAUX,34.53095264748685,1.0,1.0,1750.8,97.5,0.95,0.95,219.0,Electricite,172.5,tres_bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,B,A,maison,2.5,5260.4,57.8,4326.0,5018.2,173.9,630.0,888.3,0.0,0.0,0.0,7789.3,85.6,5640.3,6542.7,400.0,2043.1,1449.0,0.0,0.0,0.0,240.6,2.6,179.3,208.0,12.0,57.7,41.0,0.0,0.0,0.0,199.0,0.0,0.0,Bois_Granules_pellets_briquettes,767.0,494.0,573.0,51.0,259.4,184.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.3,FAUX,1.0,1.0,1.0,91.0,91.0,0.41,0.41,184.0,Electricite,20.3,bonne
RT2012,1_1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,4294.3,20.7,2389.0,2771.2,375.8,1288.0,1816.1,0.0,0.0,0.0,9876.9,47.6,5494.7,6373.9,864.2,4177.0,2962.4,0.0,0.0,0.0,313.8,1.5,188.7,218.9,25.9,118.0,83.7,0.0,0.0,0.0,585.0,315.0,41.4,Electricite,1051.0,585.0,678.6,92.0,444.2,315.0,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.46,FAUX,1.0,1.0,1.0,207.3,207.3,0.8,0.8,74.2,Electricite,219.6,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,4105.0,88.3,1619.6,1878.7,31.5,2263.0,3190.9,0.0,0.0,4.5,4394.0,94.5,1619.6,1878.7,72.4,3190.9,2263.0,0.0,0.0,10.3,896.0,19.3,367.6,426.5,2.2,724.3,513.7,0.0,0.0,0.3,233.6,326.4,0.0,Gaz_naturel,640.9,233.6,270.9,86.5,460.2,326.4,0.0,0.0,12.4,tres_bonne,tres_bonne,tres_bonne,0.43,FAUX,22.0,1.0,1.0,1118.3,46.5,0.71,0.71,0.0,Electricite,2.5,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1671.4,20.1,884.5,1026.0,157.4,570.5,804.5,0.0,0.0,0.0,3844.3,46.2,2034.3,2359.8,362.0,1850.3,1312.2,0.0,0.0,0.0,121.6,1.5,69.9,81.1,10.9,52.3,37.1,0.0,0.0,0.0,160.5,103.5,10.9,Electricite,303.2,160.5,186.1,28.6,145.9,103.5,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.38,FAUX,14.0,1.0,1.0,932.1,42.3,0.83,0.83,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3782.9,91.8,1998.3,2318.0,29.9,1664.0,2346.2,0.0,0.0,4.0,3939.7,95.6,1998.3,2318.0,68.9,2346.2,1664.0,0.0,0.0,9.2,868.8,21.1,469.6,544.7,2.1,551.4,391.0,0.0,0.0,0.3,157.2,131.0,0.0,Reseau_Chauffage_urbain,332.1,157.2,182.4,82.2,184.6,130.9,0.0,0.0,11.0,insuffisante,tres_bonne,bonne,0.87,FAUX,17.0,1.0,1.0,737.8,41.2,0.96,0.96,0.0,Electricite,2.3,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,2585.9,41.9,2208.5,2561.9,36.5,162.8,229.5,0.0,0.0,15.0,2865.0,46.4,2208.5,2561.9,83.9,229.5,162.8,0.0,0.0,34.6,552.6,9.0,501.3,581.5,2.5,52.1,37.0,0.0,0.0,1.0,245.6,18.1,0.0,Gaz_naturel,326.0,245.6,284.9,125.8,25.5,18.1,0.0,0.0,51.8,insuffisante,tres_bonne,moyenne,0.9,FAUX,61.0,1.0,1.0,3972.0,61.7,0.81,0.81,0.0,Electricite,3.5,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,2070.9,47.6,642.4,745.2,30.8,1264.9,1783.5,0.0,0.0,2.1,2283.6,52.5,642.4,745.2,70.9,1783.5,1264.9,0.0,0.0,4.7,443.9,10.2,145.8,169.2,2.1,404.9,287.1,0.0,0.0,0.1,92.6,182.4,0.0,Gaz_naturel,334.6,92.7,107.5,84.6,257.2,182.4,0.0,0.0,5.6,moyenne,tres_bonne,bonne,0.7,FAUX,20.0,1.0,1.0,1139.8,43.5,0.79,0.79,0.0,Electricite,2.3,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,4140.5,62.1,1975.7,2291.8,44.9,1995.4,2813.5,0.0,0.0,2.8,4360.8,65.4,1975.7,2291.8,103.2,2813.5,1995.4,0.0,0.0,6.5,912.9,13.7,448.5,520.2,3.1,638.7,452.9,0.0,0.0,0.2,284.9,287.8,0.0,Gaz_naturel,634.4,284.9,330.5,123.2,405.7,287.8,0.0,0.0,7.7,bonne,tres_bonne,bonne,0.52,FAUX,13.0,1.0,1.0,815.0,66.7,0.76,0.76,0.0,Electricite,3.3,bonne
RT2012,1,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,A,A,maison,2.5,1995.7,22.2,665.0,771.4,158.4,676.0,953.2,0.0,0.0,0.0,4590.2,51.1,1529.5,1774.2,364.3,2192.3,1554.8,0.0,0.0,0.0,139.2,1.5,52.5,60.9,10.9,62.0,43.9,0.0,0.0,0.0,193.0,196.0,42.7,Electricite,579.0,193.0,223.9,46.0,276.4,196.0,0.0,0.0,0.0,tres_bonne,tres_bonne,tres_bonne,0.25,FAUX,1.0,1.0,1.0,89.8,89.8,0.74,0.74,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,2933.6,70.9,1122.9,1302.6,31.3,1660.2,2340.9,0.0,0.0,5.9,3129.2,75.6,1122.9,1302.6,72.0,2340.9,1660.2,0.0,0.0,13.5,641.8,15.5,254.9,295.7,2.2,531.4,376.9,0.0,0.0,0.4,78.3,115.8,0.0,Gaz_naturel,248.9,78.3,90.9,86.0,163.3,115.8,0.0,0.0,16.1,bonne,tres_bonne,bonne,0.61,FAUX,34.0,1.0,1.0,2104.8,41.4,0.6,0.6,0.0,Electricite,2.5,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,3731.2,55.3,1985.9,2303.6,132.3,1568.9,2212.2,0.0,0.0,8.8,4000.3,59.3,2025.6,2349.6,304.3,2212.2,1568.9,0.0,0.0,20.3,814.4,12.1,446.3,517.7,9.1,502.2,356.1,0.0,0.0,0.6,282.0,226.3,0.0,Gaz_naturel,583.6,293.1,340.0,48.2,319.0,226.3,0.0,0.0,3.2,bonne,tres_bonne,bonne,0.62,FAUX,12.0,1.0,1.0,854.5,67.4,0.67,0.67,0.0,Electricite,9.7,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,7347.4,65.3,5307.6,6156.8,228.9,1749.8,2467.2,0.0,0.0,15.3,7724.3,68.6,5307.6,6156.8,526.5,2467.2,1749.8,0.0,0.0,35.1,1621.7,14.4,1204.8,1397.6,15.8,560.1,397.2,0.0,0.0,1.0,765.4,252.3,0.0,Gaz_naturel,1130.6,765.4,887.9,89.2,355.8,252.3,0.0,0.0,5.8,bonne,tres_bonne,bonne,0.61,FAUX,5.0,1.0,1.0,328.1,112.6,0.8,0.8,0.0,Electricite,16.8,bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,4016.3,59.0,1926.9,2235.2,137.6,1859.9,2622.5,0.0,0.0,91.8,4753.7,70.0,2070.1,2070.1,316.6,2156.0,2156.0,0.0,0.0,211.0,821.8,12.0,421.1,421.1,9.5,385.3,385.3,0.0,0.0,5.9,234.0,247.6,821.8,Electricite,548.1,234.0,234.0,39.9,247.6,247.6,0.0,0.0,26.6,bonne,tres_bonne,bonne,0.52,FAUX,120.0,1.0,1.0,8072.1,67.0,0.56,0.56,247.6,Gaz_naturel,821.8,bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,3738.1,74.0,1982.6,2299.8,109.4,1613.9,2275.6,0.0,0.0,32.2,3958.6,79.0,1999.3,1999.3,251.7,1633.5,1633.5,0.0,0.0,74.0,821.7,16.0,448.1,448.1,7.6,363.9,363.9,0.0,0.0,2.1,222.8,182.2,821.7,Electricite,446.0,222.8,222.8,31.7,182.2,182.2,0.0,0.0,9.3,moyenne,tres_bonne,bonne,0.74,VRAI,20.0,1.0,1.0,1261.2,49.9,0.78,0.78,182.2,Electricite,821.7,bonne
RT2012,2,dpe_appartement_genere_donnees_DPE_immeuble,A,A,appartement,2.5,902.6,22.0,342.4,397.2,82.5,451.8,637.1,0.0,0.0,25.8,2075.9,51.0,787.6,787.6,189.7,1039.2,1039.2,0.0,0.0,59.3,63.8,1.0,27.1,27.1,5.7,29.4,29.4,0.0,0.0,1.6,99.3,131.1,63.8,Electricite,261.8,99.3,99.3,23.9,131.1,131.1,0.0,0.0,7.5,bonne,tres_bonne,tres_bonne,0.48,VRAI,20.0,1.0,1.0,1038.1,40.4,0.67,0.67,74.2,Electricite,219.6,bonne
RE2020,1,dpe_maison_individuelle,A,A,maison,5.0,1966.6,26.0,1127.9,1308.3,163.9,433.8,611.7,0.0,0.0,241.0,4523.1,60.0,2594.1,2594.1,376.9,997.7,997.7,0.0,0.0,554.3,144.0,1.0,89.1,89.1,11.3,28.2,28.2,0.0,0.0,15.4,328.6,126.4,144.0,Electricite,572.9,328.6,328.6,47.7,126.4,126.4,0.0,0.0,70.2,tres_bonne,tres_bonne,tres_bonne,0.2,FAUX,34.53095264748685,1.0,1.0,1750.8,74.5,0.42,0.42,74.2,Electricite,219.6,bonne
RE2020,1_1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,2787.0,61.0,1319.9,1531.1,92.6,1333.9,1880.8,0.0,0.0,40.5,2993.3,65.0,1335.1,1335.1,213.1,1351.9,1351.9,0.0,0.0,93.2,607.4,13.0,297.9,297.9,6.4,300.6,300.6,0.0,0.0,2.6,148.9,150.8,607.4,Electricite,338.3,148.9,148.9,26.9,150.8,150.8,0.0,0.0,11.8,bonne,tres_bonne,bonne,0.63,VRAI,43.0,1.0,1.0,2611.5,45.6,0.78,0.78,150.8,Gaz_naturel,607.4,tres_bonne
RT2012,2,dpe_etude_thermique_reglementaire_RT2012_batiment_maison_individuelle,B,B,maison,2.5,6002.6,50.3,3894.0,4517.0,219.6,1728.0,2436.5,0.0,0.0,58.6,6878.4,57.6,4255.4,4936.3,505.1,2464.0,1747.5,0.0,0.0,134.7,1258.1,10.5,842.8,977.6,15.2,549.7,389.8,0.0,0.0,3.7,392.0,186.0,0.0,Gaz_naturel,774.0,473.0,548.7,64.0,267.9,190.0,0.0,0.0,17.0,tres_bonne,tres_bonne,tres_bonne,0.37,FAUX,1.0,1.0,1.0,119.4,119.4,0.81,0.81,4.0,Electricite,25.5,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,2612.4,41.1,1155.4,1340.2,130.5,1283.1,1809.2,0.0,0.0,7.2,2838.6,44.7,1155.4,1340.2,300.1,1809.2,1283.1,0.0,0.0,16.7,565.3,8.9,262.3,304.2,9.0,410.7,291.3,0.0,0.0,0.5,103.0,114.3,0.0,Gaz_naturel,266.0,102.9,119.4,36.5,161.2,114.3,0.0,0.0,2.0,tres_bonne,tres_bonne,tres_bonne,0.37,FAUX,10.0,1.0,1.0,751.4,83.4,0.72,0.72,0.0,Electricite,9.5,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1831.2,28.5,888.9,1031.1,36.1,787.3,1110.0,0.0,0.0,0.0,4211.7,65.5,2044.4,2371.6,83.1,2553.1,1810.7,0.0,0.0,0.0,131.9,2.1,70.2,81.5,2.5,72.2,51.2,0.0,0.0,0.0,262.4,232.4,2.5,Electricite,540.5,262.4,304.4,122.4,327.7,232.4,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.6,FAUX,65.0,1.0,1.0,3782.9,64.3,0.59,0.59,74.2,Electricite,219.6,bonne
RT2012,1_1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,4383.5,58.1,1965.7,2280.2,42.8,2191.7,3090.4,0.0,0.0,11.4,4677.4,62.0,1965.7,2280.2,98.4,3090.4,2191.7,0.0,0.0,26.2,343.6,4.6,155.3,180.1,3.0,244.1,173.1,0.0,0.0,0.7,154.7,172.5,0.0,Reseau_Chauffage_urbain,392.8,154.7,179.5,147.4,243.2,172.5,0.0,0.0,39.3,moyenne,tres_bonne,bonne,0.81,FAUX,184.0,1.0,1.0,12047.0,75.5,0.69,0.69,0.0,Electricite,3.7,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,1465.9,22.9,904.1,1048.7,130.3,399.0,562.6,0.0,0.0,0.0,3371.6,52.6,2079.3,2412.0,299.7,1293.9,917.7,0.0,0.0,0.0,108.4,1.7,71.4,82.8,9.0,36.6,25.9,0.0,0.0,0.0,161.2,71.1,9.0,Electricite,261.4,161.2,187.0,23.3,100.3,71.1,0.0,0.0,0.0,bonne,tres_bonne,bonne,0.58,FAUX,17.0,1.0,1.0,983.7,46.5,0.82,0.82,74.2,Electricite,219.6,bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,C,appartement,2.5,2309.3,52.1,1060.6,1230.3,86.5,1133.4,1598.1,0.0,0.0,0.0,2459.3,55.5,1060.6,1230.3,199.0,1598.1,1133.4,0.0,0.0,0.0,505.9,11.4,240.8,279.3,6.0,362.8,257.3,0.0,0.0,0.0,153.0,163.4,0.0,Gaz_naturel,358.4,152.9,177.4,31.5,230.5,163.4,0.0,0.0,0.0,moyenne,tres_bonne,bonne,0.68,FAUX,24.0,1.0,1.0,1235.3,44.3,0.7,0.7,0.0,Electricite,6.0,bonne
RE2020,1,dpe_appartement_genere_donnees_DPE_immeuble,C,C,appartement,2.5,4350.5,51.0,2600.5,3016.6,163.2,1488.9,2099.4,0.0,0.0,97.9,4753.1,55.0,2615.3,2615.3,375.3,1537.3,1537.3,0.0,0.0,225.2,938.1,11.0,588.6,588.6,11.3,332.0,332.0,0.0,0.0,6.3,377.5,222.9,938.1,Electricite,695.5,377.5,377.5,59.4,222.9,222.9,0.0,0.0,35.7,moyenne,tres_bonne,bonne,0.73,VRAI,43.0,1.0,1.0,2753.2,85.2,0.73,0.73,222.9,Electricite,938.1,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,A,A,appartement,2.5,2007.4,19.6,1159.6,1345.2,65.5,605.7,854.1,0.0,0.0,0.0,4617.0,45.1,2667.2,3093.9,150.5,1964.3,1393.1,0.0,0.0,0.0,147.4,1.4,91.6,106.3,4.5,55.5,39.4,0.0,0.0,0.0,403.2,210.6,4.5,Electricite,697.9,403.2,467.7,188.3,296.9,210.6,0.0,0.0,0.0,moyenne,tres_bonne,bonne,0.65,FAUX,28.0,1.0,1.0,1632.3,102.4,0.77,0.77,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,A,appartement,2.5,4643.1,82.9,745.4,864.6,114.4,3705.0,5224.0,0.0,0.0,12.0,4893.6,87.4,745.4,864.6,263.2,5224.0,3705.0,0.0,0.0,27.7,35.2,0.6,3.7,4.3,7.9,26.1,18.5,0.0,0.0,0.8,58.7,291.6,0.0,Reseau_Chauffage_urbain,405.8,58.7,68.0,41.7,411.1,291.6,0.0,0.0,2.1,bonne,tres_bonne,bonne,0.63,FAUX,299.0,1.0,1.0,17017.9,56.0,0.8,0.8,0.0,Electricite,8.7,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,C,A,appartement,2.5,1156.7,49.3,349.1,405.0,48.7,728.4,1027.0,0.0,0.0,3.0,2660.4,113.5,803.0,931.5,112.1,2362.1,1675.2,0.0,0.0,7.0,80.2,3.4,27.6,32.0,3.4,66.8,47.3,0.0,0.0,0.2,127.1,265.2,3.6,Electricite,421.2,127.2,147.5,17.8,374.0,265.3,0.0,0.0,1.1,moyenne,tres_bonne,tres_bonne,0.73,FAUX,43.0,1.0,1.0,2362.3,23.5,0.7,0.7,74.2,Electricite,219.6,tres_bonne
RT2012,1,dpe_etude_thermique_RT2012_batiment_appartement,B,B,appartement,2.5,2407.5,29.7,731.2,848.2,60.4,1448.1,2041.8,0.0,0.0,3.8,2779.6,34.3,806.6,935.7,139.0,2041.8,1448.1,0.0,0.0,8.7,501.5,6.2,157.4,182.6,4.2,463.5,328.7,0.0,0.0,0.2,97.1,208.8,0.0,Gaz_naturel,410.1,118.2,137.1,166.0,294.4,208.8,0.0,0.0,10.4,tres_bonne,tres_bonne,tres_bonne,0.38,FAUX,14.0,1.0,1.0,810.8,81.1,0.82,0.82,0.0,Electricite,4.4,tres_bonne
